Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Dario Šarić,PF,26,PHO,10,181,16.7,.574,.438,.300,4.4,19.8,12.3,10.1,2.7,1.0,13.4,25.9,0.1,0.3,0.4,.105,-1.0,0.4,-0.5,0.1
Tomáš Satoranský,SG,29,CHI,16,320,14.3,.620,.342,.288,1.8,13.0,7.5,32.0,1.5,0.8,22.6,14.1,0.6,0.3,0.9,.128,-0.2,0.4,0.1,0.2
Dennis Schröder,SG,27,LAL,29,902,12.6,.541,.270,.333,2.2,10.5,6.5,19.7,1.5,0.6,14.5,21.5,0.5,1.4,1.8,.097,-1.8,-0.3,-2.1,0.0
Mike Scott,PF,32,PHI,11,193,3.9,.456,.792,.063,2.4,13.7,8.2,0.7,0.7,0.9,9.2,11.9,-0.2,0.2,0.0,.002,-4.6,-1.9,-6.6,-0.2
Collin Sexton,SG,22,CLE,24,847,17.3,.574,.206,.319,2.3,5.8,4.0,21.1,1.5,0.4,11.0,27.1,1.2,0.3,1.5,.085,1.6,-1.5,0.1,0.4
Landry Shamet,SG,23,BRK,26,494,9.1,.544,.728,.204,1.2,7.5,4.5,9.1,1.2,0.7,10.6,17.3,0.2,0.2,0.3,.031,-2.4,-1.6,-4.0,-0.3
Pascal Siakam,PF,26,TOR,25,895,17.6,.541,.248,.305,6.6,17.8,12.0,20.1,1.6,1.7,10.5,25.4,1.2,0.9,2.1,.113,0.5,-0.8,-0.2,0.4
Chris Silva,PF,24,MIA,6,53,16.2,.805,.111,1.333,15.7,22.1,19.1,16.7,0.9,3.9,35.9,18.7,0.1,0.1,0.2,.172,-3.2,1.1,-2.0,0.0
Ben Simmons,PG,24,PHI,25,835,19.9,.599,.023,.508,5.4,21.2,13.6,35.0,2.4,2.1,20.9,20.3,1.5,1.3,2.8,.163,1.6,2.6,4.2,1.3
Anfernee Simons,SG,21,POR,25,447,12.7,.582,.712,.125,1.4,13.0,6.9,10.2,0.7,1.0,9.8,20.6,0.5,0.1,0.6,.065,0.7,-2.3,-1.6,0.0
Deividas Sirvydis,SG,20,DET,4,5,-9.8,.000,1.000,.000,0.0,0.0,0.0,25.5,0.0,0.0,0.0,17.3,0.0,0.0,0.0,-0.344,-13.5,-7.9,-21.4,0.0
Marcus Smart,PG,26,BOS,17,549,14.6,.516,.479,.330,1.4,8.3,4.8,26.4,2.8,1.5,12.2,19.1,0.6,0.6,1.2,.106,0.0,0.2,0.3,0.3
Dennis Smith Jr.,PG,23,TOT,7,85,8.5,.428,.364,.303,2.5,7.9,5.2,19.8,1.8,1.1,11.8,21.7,-0.1,0.1,0.0,-0.024,-4.5,-0.8,-5.4,-0.1
Dennis Smith Jr.,PG,23,NYK,3,28,7.0,.356,.400,.600,0.0,7.4,3.7,14.6,5.4,0.0,7.3,21.5,-0.1,0.1,0.0,-0.014,-8.2,3.9,-4.3,0.0
Dennis Smith Jr.,G,23,DET,4,57,9.3,.464,.348,.174,3.8,8.2,5.9,22.4,0.0,1.6,13.9,21.8,0.0,0.0,0.0,-0.028,-2.7,-3.2,-5.9,-0.1
Ish Smith,PG,32,WAS,19,391,10.6,.404,.172,.129,2.6,15.5,8.8,31.1,1.8,0.9,13.4,15.0,-0.1,0.3,0.1,.018,-2.2,-0.3,-2.5,0.0
Jalen Smith,PF,20,PHO,8,50,7.7,.391,.412,.118,11.3,10.8,11.1,5.5,0.0,3.5,5.3,16.9,0.0,0.0,0.0,.001,-2.0,-1.9,-3.9,0.0
Tony Snell,SG,29,ATL,15,193,7.3,.575,.725,.000,3.4,9.9,6.7,9.9,0.3,0.9,13.0,10.2,0.1,0.1,0.2,.052,-1.5,-0.8,-2.3,0.0
Ray Spalding,F,23,HOU,2,19,0.9,.410,.250,.500,11.0,11.3,11.1,0.0,0.0,9.1,38.1,17.7,-0.1,0.0,-0.1,-0.152,-8.9,-1.4,-10.4,0.0
Cassius Stanley,SG,21,IND,8,23,6.9,.489,.286,.714,9.7,4.7,7.2,0.0,0.0,7.5,9.8,19.2,0.0,0.0,0.0,.042,-6.3,-1.6,-7.9,0.0
Lamar Stevens,PF,23,CLE,18,265,9.2,.461,.195,.351,2.8,16.9,9.6,10.3,1.5,1.7,8.3,15.7,-0.1,0.2,0.1,.024,-4.1,-0.2,-4.3,-0.2
Isaiah Stewart,C,19,DET,26,466,14.1,.556,.037,.275,14.8,19.1,16.8,5.5,1.4,4.7,14.1,13.2,0.6,0.6,1.1,.115,-2.7,-0.1,-2.9,-0.1
Max Strus,SF,24,MIA,16,235,13.8,.699,.810,.114,0.5,7.3,4.1,5.5,0.4,0.0,3.5,16.3,0.5,0.1,0.6,.123,2.0,-1.3,0.7,0.2
Edmond Sumner,SG,25,IND,16,150,11.4,.572,.333,.292,4.5,10.9,7.7,7.5,2.6,0.6,15.6,18.6,0.0,0.2,0.2,.053,-3.4,0.3,-3.1,0.0
Jae'Sean Tate,SF,25,HOU,28,763,13.4,.615,.284,.225,6.3,13.5,9.9,9.8,1.5,1.9,12.8,14.4,1.0,1.0,2.0,.126,-1.7,0.7,-1.0,0.2
Jayson Tatum,SF,22,BOS,23,810,21.4,.561,.338,.238,1.7,20.9,11.1,23.0,1.7,1.0,9.6,30.9,1.4,1.0,2.4,.142,4.6,0.0,4.6,1.4
Jeff Teague,PG,32,BOS,23,397,8.2,.443,.292,.231,1.9,8.6,5.2,15.7,2.6,0.7,14.9,18.1,-0.4,0.4,0.0,.004,-4.2,-0.3,-4.5,-0.2
Garrett Temple,SG,34,CHI,26,715,9.6,.551,.563,.137,2.1,10.2,6.2,9.4,1.8,1.6,11.4,14.0,0.3,0.7,0.9,.063,-2.7,0.1,-2.6,-0.1
Tyrell Terry,PG,20,DAL,11,56,6.0,.318,.438,.188,0.0,11.8,5.9,14.2,4.3,0.0,10.4,15.1,-0.1,0.1,-0.1,-0.067,-7.7,2.2,-5.5,-0.1
Daniel Theis,C,28,BOS,26,623,15.5,.653,.345,.244,5.9,18.2,11.9,8.4,1.2,3.9,12.7,14.6,1.1,0.7,1.9,.145,-0.2,0.7,0.5,0.4
Brodric Thomas,SG,24,HOU,4,24,7.4,.496,.857,1.000,4.4,13.4,8.8,22.7,2.0,3.6,28.4,25.0,-0.1,0.0,0.0,-0.031,-6.9,-0.5,-7.3,0.0
Matt Thomas,SG,26,TOR,14,84,10.5,.588,.750,.143,1.3,10.9,5.9,10.1,1.1,0.0,11.8,17.1,0.1,0.0,0.1,.063,-1.1,-1.7,-2.8,0.0
Tristan Thompson,PF,29,BOS,26,586,13.6,.533,.014,.370,14.1,27.3,20.5,5.0,0.7,1.4,12.4,14.1,0.6,0.7,1.3,.107,-1.5,-1.6,-3.1,-0.2
Sindarius Thornwell,SG,26,NOP,10,51,8.7,.505,.500,.167,2.2,4.4,3.3,5.0,3.8,0.0,7.2,11.6,0.0,0.0,0.0,.040,-3.8,1.6,-2.2,0.0
Matisse Thybulle,SG,23,PHI,26,461,9.1,.481,.627,.145,2.0,6.0,4.0,5.5,4.2,4.2,8.3,8.8,0.0,0.8,0.8,.087,-3.2,4.2,1.0,0.4
Xavier Tillman Sr.,PF,22,MEM,19,402,15.0,.599,.202,.134,6.9,16.6,11.7,10.7,2.3,2.7,11.9,15.1,0.5,0.5,1.0,.120,-1.5,0.7,-0.8,0.1
Obi Toppin,PF,22,NYK,20,240,12.7,.561,.446,.120,2.2,18.4,10.5,5.9,0.8,3.7,10.3,17.9,0.1,0.4,0.4,.083,-1.5,0.4,-1.1,0.1
Juan Toscano-Anderson,SG,27,GSW,16,349,12.4,.647,.347,.187,3.7,18.8,11.4,14.0,1.2,2.8,17.3,11.9,0.4,0.5,0.9,.124,-1.6,1.0,-0.6,0.1
Karl-Anthony Towns,C,25,MIN,9,298,23.9,.633,.309,.316,9.6,25.5,17.1,16.6,1.4,4.7,13.9,25.4,0.7,0.4,1.1,.173,3.4,0.9,4.3,0.5
Gary Trent Jr.,SG,22,POR,26,785,14.0,.585,.578,.114,1.7,6.0,3.7,6.8,1.2,0.5,4.7,19.5,1.3,0.1,1.4,.084,1.1,-2.3,-1.2,0.2
P.J. Tucker,PF,35,HOU,26,780,5.5,.511,.652,.152,3.5,12.9,8.1,6.0,1.3,1.5,18.4,8.0,-0.1,0.9,0.8,.051,-4.9,0.4,-4.5,-0.5
Myles Turner,C,24,IND,27,842,17.0,.615,.474,.336,4.5,18.5,11.6,4.4,1.7,9.6,11.3,16.9,0.9,1.6,2.4,.140,-0.7,2.2,1.4,0.7
Jonas Valančiūnas,C,28,MEM,19,522,22.1,.639,.099,.363,12.5,31.3,21.6,11.6,1.1,2.6,14.3,23.3,1.2,0.7,1.8,.169,1.5,-0.4,1.0,0.4
Denzel Valentine,SG,27,CHI,23,462,11.8,.511,.606,.032,2.0,19.4,10.8,12.4,1.7,0.2,6.4,18.7,0.1,0.5,0.6,.062,-0.9,-0.8,-1.7,0.0
Jarred Vanderbilt,PF,21,MIN,27,517,16.7,.602,.018,.451,9.9,24.6,16.8,12.9,2.8,2.9,15.6,13.1,0.7,0.7,1.5,.135,-1.4,1.3,-0.1,0.3
Fred VanVleet,SG,26,TOR,28,1020,18.3,.560,.525,.219,2.1,11.0,6.4,27.9,2.3,1.9,10.2,23.7,2.0,1.0,3.0,.140,2.9,-0.1,2.8,1.2
Devin Vassell,SF,20,SAS,26,451,12.5,.529,.500,.167,3.6,15.8,9.5,8.2,3.1,1.7,8.1,14.0,0.2,0.7,0.9,.100,-1.7,1.9,0.2,0.3
Gabe Vincent,PG,24,MIA,18,292,5.5,.462,.612,.147,1.6,6.6,4.2,14.2,1.2,0.4,12.7,21.6,-0.5,0.2,-0.3,-0.044,-5.9,-1.9,-7.8,-0.4
Noah Vonleh,F,25,BRK,3,8,-20.9,.000,.500,.000,0.0,13.2,7.0,13.8,0.0,0.0,50.0,21.6,-0.1,0.0,-0.1,-0.536,-24.1,-9.2,-33.3,-0.1
Nikola Vučević,C,30,ORL,29,974,23.4,.564,.318,.134,6.1,30.6,17.9,19.3,1.6,1.5,7.5,28.5,1.7,1.4,3.2,.155,5.6,0.0,5.5,1.9
Dean Wade,PF,24,CLE,23,192,6.1,.479,.673,.102,4.5,12.6,8.4,7.2,1.3,0.9,16.3,13.7,-0.1,0.1,0.0,-0.010,-4.1,-1.3,-5.4,-0.2
Moritz Wagner,C,23,WAS,14,191,15.4,.662,.333,.463,3.2,21.0,11.8,9.9,2.2,1.8,11.0,15.8,0.3,0.2,0.6,.138,-1.3,0.9,-0.4,0.1
Kemba Walker,PG,30,BOS,13,364,14.2,.500,.487,.210,2.1,12.9,7.3,22.0,1.9,0.5,12.0,28.4,0.0,0.3,0.3,.043,0.7,-0.9,-0.3,0.2
Lonnie Walker,SG,22,SAS,25,666,8.6,.509,.442,.141,0.8,10.9,5.7,8.8,0.9,1.1,9.0,18.7,-0.3,0.6,0.2,.018,-2.9,-1.7,-4.6,-0.4
John Wall,PG,30,HOU,19,591,17.3,.539,.347,.281,1.8,10.9,6.3,34.7,1.5,1.9,15.5,30.7,0.0,0.7,0.7,.061,1.9,-1.0,0.9,0.4
Brad Wanamaker,PG,31,GSW,29,465,9.2,.467,.388,.371,1.4,10.1,5.8,21.4,2.3,0.8,15.1,14.5,0.0,0.6,0.6,.059,-4.4,0.8,-3.7,-0.2
T.J. Warren,SF,27,IND,4,117,12.0,.560,.137,.196,1.9,11.1,6.6,6.7,0.8,0.0,6.7,22.0,0.1,0.1,0.1,.054,-3.0,-2.5,-5.5,-0.1
P.J. Washington,PF,22,CHO,24,691,12.8,.516,.342,.281,6.1,18.4,12.1,14.9,1.5,4.5,15.9,19.0,0.0,0.9,0.9,.061,-1.9,0.5,-1.4,0.1
Yuta Watanabe,SF,26,TOR,18,223,11.1,.514,.549,.157,7.7,22.1,14.6,4.1,1.9,5.0,12.8,12.0,0.1,0.3,0.4,.085,-2.0,0.0,-2.0,0.0
Tremont Waters,PG,23,BOS,9,90,5.4,.360,.444,.296,2.4,7.6,5.0,35.7,2.7,0.0,29.9,20.7,-0.3,0.1,-0.2,-0.090,-4.9,-2.1,-7.0,-0.1
Paul Watson,SF,26,TOR,13,42,23.0,.929,.786,.000,2.5,21.8,11.8,7.6,0.0,4.9,6.7,15.2,0.2,0.0,0.2,.244,7.2,1.6,8.8,0.1
Quinndary Weatherspoon,SG,24,SAS,5,24,-10.2,.340,.200,.400,0.0,8.9,4.3,15.2,2.0,0.0,50.5,21.2,-0.2,0.0,-0.2,-0.310,-18.3,-3.9,-22.2,-0.1
Russell Westbrook,PG,32,WAS,19,631,14.4,.469,.229,.285,5.4,24.9,14.9,45.3,1.2,1.0,19.7,31.2,-1.0,0.5,-0.4,-0.034,-0.1,-1.7,-1.8,0.0
Coby White,PG,20,CHI,27,904,10.9,.522,.492,.161,1.1,14.4,7.9,22.8,0.5,0.3,14.2,21.8,0.1,0.5,0.6,.034,-1.6,-2.3,-3.9,-0.4
Derrick White,SG,26,SAS,8,189,15.0,.508,.512,.174,0.5,7.3,3.8,24.0,2.0,3.6,7.0,22.6,0.1,0.2,0.3,.087,0.7,0.8,1.5,0.2
Hassan Whiteside,C,31,SAC,20,296,22.2,.617,.009,.451,11.3,30.6,20.9,4.7,1.0,7.7,12.3,22.3,0.5,0.3,0.8,.125,-0.2,0.3,0.1,0.2
Andrew Wiggins,PF,25,GSW,29,934,14.0,.556,.360,.240,3.4,11.9,7.7,10.1,1.0,3.6,10.3,23.3,0.1,1.1,1.2,.064,-0.7,-0.8,-1.6,0.1
Grant Williams,PF,22,BOS,24,462,8.0,.562,.520,.284,5.6,12.1,8.8,6.7,1.2,2.0,16.7,12.8,0.1,0.4,0.6,.058,-3.5,-0.3,-3.8,-0.2
Kenrich Williams,PF,26,OKC,28,512,13.4,.607,.281,.157,8.2,14.1,11.2,13.6,1.9,0.9,16.2,13.1,0.6,0.6,1.2,.116,-1.5,0.9,-0.7,0.2
Lou Williams,PG,34,LAC,28,626,16.5,.529,.271,.282,2.0,9.9,6.1,26.1,1.8,0.4,11.6,26.1,0.7,0.6,1.3,.098,-0.1,-1.6,-1.7,0.0
Patrick Williams,PF,19,CHI,26,720,9.8,.553,.275,.280,3.6,14.6,9.2,5.2,1.2,2.2,14.1,16.3,0.0,0.7,0.7,.043,-3.2,-0.9,-4.0,-0.4
Robert Williams,C,23,BOS,21,317,24.1,.731,.013,.312,15.8,23.4,19.5,7.6,3.4,7.0,20.1,14.8,0.8,0.7,1.5,.227,1.8,2.3,4.1,0.5
Zion Williamson,PF,20,NOP,27,880,27.0,.659,.038,.496,8.2,14.9,11.5,16.2,1.5,2.2,10.8,27.8,3.4,0.5,3.9,.215,4.6,-0.1,4.5,1.5
D.J. Wilson,PF,24,MIL,10,94,8.0,.488,.622,.054,3.5,20.9,12.4,4.0,0.5,2.9,9.6,18.7,-0.1,0.1,0.0,.017,-3.9,-2.1,-6.0,-0.1
Dylan Windler,SF,24,CLE,15,262,13.4,.621,.646,.262,4.5,19.7,11.8,9.9,1.7,2.8,17.1,14.3,0.2,0.3,0.5,.090,-0.4,0.5,0.0,0.1
Cassius Winston,PG,22,WAS,6,44,9.8,.597,.700,.200,0.0,9.9,4.8,17.9,0.0,2.0,8.4,11.2,0.1,0.0,0.1,.086,-2.2,-1.8,-4.0,0.0
James Wiseman,C,19,GSW,20,419,15.1,.548,.113,.313,7.6,22.5,15.2,5.4,0.9,5.5,12.6,25.7,-0.2,0.7,0.5,.059,-3.5,-0.7,-4.1,-0.2
Christian Wood,C,25,HOU,17,530,24.1,.634,.285,.240,6.1,28.9,17.4,7.7,1.4,4.2,9.5,26.2,1.0,1.0,2.0,.178,3.5,0.5,4.0,0.8
Robert Woodard,SF,21,SAC,6,17,22.9,.547,.273,.182,19.1,32.5,25.8,0.0,0.0,0.0,7.8,32.3,0.0,0.0,0.0,.009,3.9,-5.9,-2.0,0.0
Delon Wright,SG,28,DET,28,823,16.6,.559,.298,.346,4.2,13.9,8.9,25.3,2.4,1.7,11.5,15.6,1.5,0.9,2.3,.136,1.4,1.4,2.8,1.0
Thaddeus Young,PF,32,CHI,23,592,18.5,.597,.104,.169,10.7,14.4,12.6,25.2,2.5,1.7,17.9,18.9,1.1,0.7,1.8,.145,0.8,1.3,2.1,0.6
Trae Young,PG,22,ATL,26,901,22.9,.598,.349,.577,2.2,9.7,6.0,44.5,1.1,0.7,16.2,32.5,2.7,0.5,3.1,.168,5.8,-1.5,4.3,1.4
Cody Zeller,C,28,CHO,15,361,18.2,.569,.133,.242,11.4,24.3,17.7,15.2,1.3,2.5,9.5,17.3,0.8,0.5,1.2,.161,0.4,0.6,1.0,0.3
Ivica Zubac,C,23,LAC,30,586,20.5,.722,.007,.500,13.4,24.4,19.1,7.7,0.9,3.7,14.8,15.3,2.0,0.8,2.8,.230,0.8,-0.3,0.5,0.4
