temperature,rainfall,humidity,yeild_apples
95.00,92.00,86.00,89.90
93.00,49.00,21.00,48.20
56.00,62.00,26.00,42.20
50.00,66.00,88.00,72.20
28.00,61.00,34.00,37.60
28.00,90.00,65.00,58.90
53.00,79.00,25.00,44.20
21.00,75.00,76.00,59.30
55.00,67.00,96.00,77.90
84.00,35.00,44.00,54.20
59.00,71.00,99.00,81.40
30.00,88.00,80.00,66.60
52.00,22.00,40.00,40.00
47.00,52.00,82.00,65.50
52.00,37.00,36.00,41.00
55.00,66.00,40.00,49.70
77.00,47.00,22.00,43.50
64.00,35.00,70.00,61.20
28.00,51.00,60.00,48.60
49.00,46.00,79.00,63.40
88.00,24.00,89.00,75.70
29.00,24.00,70.00,48.50
60.00,63.00,48.00,54.60
49.00,23.00,86.00,62.30
60.00,80.00,36.00,52.00
35.00,73.00,88.00,69.10
76.00,37.00,32.00,46.20
20.00,67.00,64.00,51.40
34.00,52.00,47.00,44.10
59.00,99.00,49.00,62.00
37.00,39.00,73.00,55.40
72.00,76.00,70.00,71.80
99.00,67.00,43.00,64.60
86.00,34.00,77.00,71.10
31.00,45.00,69.00,52.80
72.00,75.00,93.00,83.10
63.00,34.00,98.00,74.70
44.00,92.00,55.00,59.10
28.00,95.00,65.00,59.90
48.00,70.00,77.00,66.90
52.00,38.00,53.00,49.70
39.00,32.00,93.00,64.60
94.00,64.00,50.00,66.00
86.00,34.00,25.00,45.10
68.00,67.00,57.00,62.30
74.00,36.00,22.00,40.40
44.00,88.00,41.00,51.30
45.00,90.00,84.00,73.50
91.00,50.00,70.00,72.30
90.00,92.00,76.00,83.40
50.00,75.00,52.00,56.00
71.00,71.00,82.00,76.50
95.00,38.00,73.00,72.60
86.00,73.00,22.00,51.40
98.00,48.00,36.00,57.00
97.00,74.00,25.00,56.40
29.00,39.00,23.00,28.00
41.00,28.00,95.00,65.40
25.00,93.00,73.00,62.60
45.00,42.00,60.00,51.90
76.00,42.00,65.00,63.70
53.00,38.00,47.00,47.00
58.00,61.00,84.00,71.60
33.00,87.00,31.00,42.80
78.00,50.00,84.00,75.40
84.00,77.00,20.00,50.60
90.00,73.00,57.00,70.10
54.00,56.00,60.00,57.40
46.00,51.00,91.00,69.50
51.00,28.00,77.00,59.40
80.00,73.00,76.00,76.60
82.00,23.00,62.00,60.20
27.00,48.00,84.00,59.70
68.00,69.00,51.00,59.70
60.00,58.00,34.00,46.60
50.00,25.00,36.00,38.00
78.00,58.00,94.00,82.00
79.00,53.00,47.00,57.80
55.00,86.00,91.00,79.20
86.00,75.00,69.00,75.30
27.00,38.00,60.00,45.70
39.00,63.00,69.00,58.80
65.00,76.00,31.00,50.20
20.00,58.00,25.00,30.10
66.00,48.00,48.00,53.40
60.00,39.00,46.00,48.80
69.00,24.00,62.00,56.50
58.00,55.00,22.00,39.40
45.00,45.00,52.00,48.50
49.00,66.00,52.00,53.90
81.00,67.00,38.00,56.70
40.00,78.00,81.00,68.10
61.00,58.00,35.00,47.40
44.00,79.00,99.00,78.50
62.00,94.00,26.00,50.40
55.00,23.00,54.00,48.10
40.00,91.00,85.00,72.70
84.00,44.00,53.00,60.50
45.00,65.00,22.00,37.50
52.00,60.00,73.00,64.10
57.00,48.00,88.00,70.70
84.00,85.00,25.00,54.70
75.00,79.00,38.00,57.30
98.00,52.00,63.00,71.30
28.00,96.00,81.00,68.10
86.00,86.00,49.00,67.50
33.00,47.00,68.00,53.30
28.00,56.00,44.00,41.60
88.00,38.00,53.00,60.50
34.00,30.00,68.00,50.20
85.00,47.00,30.00,49.90
93.00,96.00,92.00,93.10
43.00,79.00,38.00,47.70
74.00,29.00,59.00,57.50
90.00,23.00,64.00,63.60
50.00,80.00,61.00,61.50
37.00,42.00,91.00,65.00
99.00,45.00,62.00,69.70
91.00,65.00,98.00,89.30
83.00,88.00,36.00,60.50
100.00,58.00,48.00,65.60
71.00,49.00,68.00,65.10
23.00,61.00,98.00,68.10
48.00,77.00,28.00,43.80
39.00,26.00,86.00,59.90
21.00,55.00,81.00,57.80
53.00,41.00,37.00,42.60
71.00,99.00,57.00,69.60
33.00,51.00,66.00,53.10
43.00,72.00,94.00,74.30
24.00,67.00,33.00,37.10
55.00,81.00,95.00,80.20
42.00,99.00,93.00,78.90
95.00,54.00,23.00,50.80
58.00,46.00,69.00,61.10
46.00,28.00,31.00,34.90
51.00,68.00,52.00,54.90
38.00,38.00,41.00,39.50
85.00,67.00,87.00,82.40
47.00,98.00,22.00,44.70
86.00,87.00,64.00,75.20
51.00,56.00,89.00,71.00
48.00,62.00,36.00,44.80
95.00,39.00,33.00,52.80
73.00,90.00,39.00,59.40
28.00,95.00,87.00,70.90
33.00,60.00,95.00,69.40
54.00,44.00,48.00,49.00
95.00,87.00,69.00,80.40
69.00,49.00,74.00,67.50
54.00,31.00,81.00,62.90
76.00,76.00,54.00,65.00
63.00,41.00,70.00,62.10
47.00,64.00,68.00,60.90
59.00,87.00,71.00,70.60
25.00,45.00,26.00,29.50
29.00,73.00,97.00,71.80
55.00,89.00,43.00,55.80
100.00,62.00,79.00,81.90
29.00,60.00,63.00,52.20
29.00,71.00,98.00,71.90
54.00,78.00,74.00,68.80
57.00,21.00,60.00,51.30
71.00,64.00,83.00,75.60
41.00,82.00,28.00,42.70
68.00,28.00,44.00,48.00
55.00,55.00,76.00,65.50
66.00,72.00,55.00,61.70
91.00,88.00,40.00,64.90
82.00,31.00,28.00,44.80
57.00,66.00,23.00,41.80
40.00,87.00,53.00,55.90
81.00,27.00,93.00,76.20
28.00,79.00,22.00,35.20
32.00,36.00,46.00,39.80
55.00,75.00,93.00,78.00
73.00,23.00,48.00,50.50
97.00,78.00,92.00,90.70
48.00,49.00,42.00,45.20
21.00,99.00,95.00,73.60
73.00,29.00,90.00,72.70
57.00,59.00,38.00,47.90
36.00,65.00,95.00,71.30
32.00,64.00,46.00,45.40
95.00,69.00,98.00,91.30
82.00,82.00,98.00,90.00
55.00,26.00,90.00,66.70
57.00,68.00,26.00,43.70
44.00,78.00,36.00,46.80
46.00,86.00,76.00,69.00
92.00,40.00,82.00,76.60
23.00,54.00,92.00,63.70
40.00,73.00,83.00,68.10
81.00,96.00,95.00,91.00
42.00,34.00,91.00,64.90
80.00,56.00,56.00,63.20
97.00,60.00,38.00,60.10
21.00,64.00,95.00,66.60
77.00,87.00,37.00,59.00
63.00,58.00,46.00,53.50
40.00,64.00,83.00,66.30
80.00,53.00,25.00,47.10
43.00,43.00,58.00,50.50
96.00,67.00,46.00,65.20
73.00,50.00,71.00,67.40
88.00,68.00,78.00,79.00
41.00,46.00,75.00,59.00
55.00,29.00,22.00,33.30
92.00,47.00,56.00,65.00
61.00,26.00,62.00,54.50
60.00,55.00,79.00,68.50
64.00,34.00,66.00,59.00
59.00,79.00,31.00,49.00
82.00,43.00,44.00,55.20
99.00,42.00,73.00,74.60
46.00,97.00,95.00,80.70
71.00,73.00,87.00,79.40
89.00,87.00,79.00,83.60
58.00,69.00,72.00,67.20
35.00,82.00,37.00,45.40
71.00,49.00,87.00,74.60
26.00,92.00,82.00,67.20
93.00,33.00,45.00,57.00
77.00,62.00,96.00,83.50
52.00,98.00,51.00,60.70
61.00,62.00,98.00,79.70
80.00,42.00,76.00,70.40
24.00,90.00,57.00,53.70
73.00,89.00,62.00,70.70
68.00,21.00,87.00,68.10
62.00,72.00,76.00,71.00
52.00,61.00,61.00,58.30
80.00,91.00,38.00,61.20
96.00,100.00,51.00,74.30
83.00,81.00,62.00,72.10
73.00,31.00,27.00,41.60
74.00,26.00,71.00,62.90
44.00,37.00,79.00,60.10
25.00,72.00,90.00,66.90
20.00,86.00,64.00,55.20
58.00,47.00,41.00,47.30
58.00,49.00,100.00,77.20
24.00,82.00,93.00,70.10
81.00,23.00,97.00,77.40
49.00,56.00,38.00,44.90
89.00,99.00,22.00,57.50
34.00,57.00,82.00,62.60
28.00,60.00,61.00,50.90
92.00,68.00,64.00,73.20
60.00,70.00,71.00,67.50
80.00,92.00,35.00,59.90
72.00,37.00,93.00,75.50
38.00,95.00,91.00,75.90
41.00,74.00,82.00,68.10
30.00,27.00,62.00,45.40
65.00,65.00,97.00,81.00
57.00,40.00,39.00,44.60
95.00,49.00,87.00,81.80
36.00,61.00,75.00,60.50
62.00,88.00,29.00,50.70
73.00,84.00,61.00,69.20
83.00,51.00,41.00,55.60
87.00,97.00,43.00,67.00
50.00,76.00,38.00,49.20
49.00,52.00,27.00,38.60
56.00,63.00,64.00,61.40
38.00,94.00,49.00,54.70
60.00,31.00,88.00,68.20
92.00,22.00,82.00,73.00
40.00,43.00,62.00,51.60
30.00,21.00,38.00,32.20
56.00,44.00,83.00,67.10
76.00,56.00,74.00,71.00
63.00,58.00,34.00,47.50
37.00,82.00,88.00,71.50
77.00,71.00,55.00,64.80
99.00,29.00,61.00,66.00
89.00,23.00,76.00,69.30
29.00,33.00,30.00,30.30
83.00,71.00,80.00,79.10
20.00,46.00,42.00,36.20
54.00,20.00,58.00,49.20
69.00,35.00,27.00,41.20
40.00,98.00,79.00,71.10
50.00,73.00,97.00,78.10
76.00,47.00,43.00,53.70
23.00,37.00,53.00,40.80
24.00,86.00,23.00,35.90
28.00,85.00,75.00,62.90
79.00,54.00,69.00,69.00
43.00,82.00,30.00,44.30
22.00,50.00,45.00,39.10
63.00,23.00,77.00,62.00
64.00,23.00,22.00,34.80
63.00,93.00,33.00,54.00
85.00,84.00,96.00,90.30
29.00,39.00,48.00,40.50
68.00,34.00,27.00,40.70
44.00,74.00,63.00,59.50
72.00,69.00,37.00,53.90
24.00,67.00,84.00,62.60
93.00,74.00,45.00,65.20
33.00,94.00,56.00,56.70
29.00,87.00,87.00,69.60
76.00,42.00,74.00,68.20
42.00,27.00,43.00,39.50
50.00,95.00,75.00,71.50
49.00,69.00,74.00,65.50
99.00,100.00,77.00,88.20
72.00,96.00,54.00,67.80
35.00,100.00,88.00,74.50
73.00,51.00,71.00,67.60
71.00,59.00,50.00,58.10
56.00,77.00,20.00,42.20
61.00,74.00,40.00,53.10
76.00,72.00,66.00,70.20
64.00,58.00,79.00,70.30
28.00,78.00,98.00,73.00
87.00,36.00,71.00,68.80
81.00,71.00,72.00,74.50
48.00,26.00,35.00,37.10
76.00,42.00,86.00,74.20
57.00,51.00,72.00,63.30
53.00,77.00,73.00,67.80
38.00,81.00,32.00,43.60
70.00,54.00,32.00,47.80
56.00,38.00,68.00,58.40
39.00,58.00,59.00,52.80
64.00,54.00,83.00,71.50
45.00,87.00,55.00,58.40
21.00,43.00,36.00,32.90
53.00,60.00,32.00,43.90
74.00,86.00,38.00,58.40
90.00,29.00,38.00,51.80
100.00,24.00,47.00,58.30
40.00,74.00,70.00,61.80
41.00,62.00,96.00,72.70
80.00,42.00,97.00,80.90
49.00,46.00,50.00,48.90
92.00,68.00,98.00,90.20
29.00,84.00,29.00,40.00
24.00,81.00,63.00,54.90
87.00,99.00,94.00,92.90
72.00,98.00,47.00,64.70
52.00,81.00,65.00,64.30
89.00,80.00,88.00,86.70
36.00,100.00,73.00,67.30
47.00,98.00,97.00,82.20
79.00,77.00,29.00,53.60
27.00,57.00,69.00,54.00
64.00,93.00,81.00,78.30
86.00,58.00,63.00,68.90
37.00,75.00,57.00,54.60
85.00,86.00,25.00,55.20
62.00,37.00,98.00,75.00
87.00,37.00,27.00,47.00
23.00,69.00,78.00,59.70
96.00,62.00,23.00,52.70
27.00,44.00,100.00,66.90
33.00,78.00,68.00,59.50
81.00,51.00,97.00,83.00
92.00,22.00,98.00,81.00
54.00,89.00,81.00,74.50
34.00,95.00,96.00,77.20
28.00,35.00,78.00,54.40
23.00,70.00,24.00,32.90
77.00,52.00,76.00,71.50
42.00,30.00,81.00,59.10
37.00,49.00,71.00,56.40
80.00,27.00,100.00,79.40
50.00,43.00,74.00,60.60
96.00,77.00,22.00,55.20
80.00,55.00,76.00,73.00
37.00,35.00,45.00,40.60
46.00,62.00,31.00,41.70
74.00,86.00,32.00,55.40
88.00,27.00,93.00,78.30
42.00,24.00,20.00,27.40
90.00,84.00,44.00,65.80
51.00,91.00,96.00,81.50
35.00,23.00,58.00,44.10
75.00,85.00,37.00,58.00
31.00,35.00,95.00,63.80
96.00,93.00,81.00,87.90
71.00,48.00,74.00,67.90
61.00,30.00,67.00,57.80
52.00,74.00,41.00,50.90
55.00,24.00,64.00,53.30
54.00,74.00,40.00,51.00
95.00,79.00,43.00,65.80
75.00,83.00,24.00,51.10
75.00,23.00,23.00,38.60
88.00,46.00,99.00,85.10
75.00,64.00,66.00,68.30
96.00,59.00,52.00,66.60
93.00,66.00,92.00,87.10
81.00,96.00,40.00,63.50
100.00,75.00,82.00,86.00
25.00,56.00,69.00,53.20
33.00,41.00,48.00,42.10
42.00,43.00,69.00,55.70
34.00,40.00,83.00,59.70
89.00,42.00,35.00,52.60
44.00,63.00,90.00,70.80
21.00,76.00,40.00,41.50
96.00,78.00,26.00,57.40
68.00,79.00,70.00,71.20
90.00,88.00,70.00,79.60
85.00,100.00,42.00,66.50
23.00,37.00,47.00,37.80
99.00,98.00,82.00,90.30
49.00,36.00,72.00,57.90
62.00,90.00,39.00,56.10
52.00,49.00,71.00,60.90
54.00,43.00,86.00,67.80
98.00,86.00,64.00,78.60
52.00,30.00,98.00,70.60
61.00,45.00,31.00,42.80
84.00,55.00,94.00,83.20
60.00,80.00,100.00,84.00
93.00,77.00,56.00,71.30
49.00,50.00,30.00,39.70
96.00,62.00,43.00,62.70
60.00,32.00,62.00,55.40
29.00,70.00,82.00,63.70
64.00,54.00,29.00,44.50
64.00,31.00,68.00,59.40
87.00,49.00,83.00,77.40
85.00,22.00,34.00,46.90
20.00,81.00,30.00,37.20
86.00,69.00,32.00,55.60
85.00,92.00,98.00,92.90
40.00,32.00,79.00,57.90
99.00,32.00,37.00,54.60
24.00,100.00,92.00,73.20
33.00,82.00,20.00,36.30
64.00,60.00,90.00,76.20
81.00,63.00,63.00,68.40
71.00,99.00,40.00,61.10
80.00,20.00,23.00,39.50
74.00,25.00,84.00,69.20
82.00,60.00,71.00,72.10
42.00,37.00,100.00,70.00
84.00,90.00,52.00,69.20
74.00,57.00,97.00,82.10
74.00,59.00,22.00,45.00
55.00,87.00,53.00,60.40
32.00,78.00,23.00,36.70
83.00,62.00,94.00,84.30
95.00,94.00,100.00,97.30
23.00,65.00,49.00,44.40
50.00,60.00,22.00,38.00
55.00,48.00,48.00,50.10
45.00,44.00,74.00,59.30
35.00,70.00,97.00,73.00
53.00,55.00,64.00,58.90
43.00,24.00,41.00,38.20
88.00,48.00,82.00,77.00
98.00,54.00,85.00,82.70
27.00,22.00,53.00,39.00
38.00,86.00,55.00,56.10
81.00,83.00,42.00,61.90
80.00,66.00,33.00,53.70
96.00,45.00,69.00,72.30
68.00,46.00,99.00,79.10
28.00,24.00,44.00,35.20
99.00,34.00,37.00,55.00
84.00,32.00,40.00,51.60
76.00,78.00,64.00,70.40
37.00,54.00,93.00,68.40
89.00,93.00,26.00,58.30
49.00,39.00,29.00,37.00
98.00,82.00,84.00,87.80
91.00,94.00,84.00,88.10
49.00,32.00,46.00,44.10
30.00,33.00,91.00,61.10
46.00,95.00,66.00,65.80
75.00,56.00,65.00,66.20
90.00,30.00,82.00,74.00
81.00,67.00,44.00,59.70
40.00,79.00,27.00,41.30
29.00,43.00,24.00,29.30
71.00,61.00,76.00,71.50
87.00,58.00,92.00,83.70
33.00,96.00,37.00,47.60
88.00,38.00,26.00,47.00
64.00,28.00,87.00,68.30
30.00,74.00,38.00,42.80
83.00,100.00,62.00,75.90
95.00,28.00,91.00,79.60
77.00,57.00,98.00,83.50
58.00,35.00,74.00,61.40
44.00,39.00,56.00,49.00
79.00,94.00,82.00,83.50
59.00,36.00,37.00,43.40
72.00,23.00,71.00,61.70
29.00,86.00,38.00,44.90
24.00,60.00,85.00,61.70
41.00,61.00,49.00,49.00
69.00,31.00,46.00,49.90
60.00,89.00,37.00,54.30
23.00,50.00,41.00,37.40
21.00,91.00,89.00,69.00
41.00,38.00,79.00,59.40
48.00,30.00,77.00,58.90
49.00,27.00,99.00,69.60
25.00,94.00,92.00,72.30
98.00,23.00,97.00,82.50
76.00,44.00,69.00,66.10
28.00,42.00,78.00,55.80
90.00,70.00,25.00,53.50
78.00,85.00,50.00,65.40
80.00,20.00,93.00,74.50
20.00,97.00,37.00,43.90
40.00,91.00,42.00,51.20
50.00,98.00,82.00,75.60
100.00,63.00,60.00,72.60
29.00,36.00,27.00,29.40
89.00,31.00,60.00,62.90
20.00,35.00,35.00,30.50
53.00,24.00,53.00,47.20
42.00,59.00,52.00,50.40
49.00,36.00,61.00,52.40
78.00,91.00,31.00,57.10
98.00,35.00,64.00,68.40
85.00,68.00,34.00,56.10
72.00,73.00,32.00,52.20
80.00,31.00,61.00,60.70
71.00,81.00,29.00,52.00
46.00,71.00,44.00,50.00
77.00,45.00,100.00,82.10
57.00,89.00,71.00,70.40
37.00,61.00,26.00,36.30
36.00,71.00,75.00,62.50
34.00,89.00,22.00,39.00
99.00,36.00,99.00,86.40
21.00,74.00,66.00,54.10
56.00,93.00,81.00,75.90
88.00,74.00,74.00,78.20
48.00,50.00,98.00,73.40
75.00,94.00,54.00,68.30
96.00,85.00,35.00,63.30
33.00,70.00,71.00,59.40
99.00,48.00,28.00,53.30
99.00,50.00,44.00,61.70
24.00,54.00,36.00,36.00
58.00,70.00,73.00,67.90
67.00,67.00,76.00,71.50
53.00,51.00,100.00,76.10
25.00,56.00,79.00,58.20
20.00,79.00,29.00,36.30
33.00,68.00,99.00,73.00
95.00,63.00,95.00,88.60
26.00,60.00,64.00,51.80
66.00,26.00,89.00,69.50
66.00,97.00,91.00,84.70
37.00,38.00,48.00,42.70
60.00,71.00,87.00,75.70
64.00,88.00,56.00,64.80
59.00,57.00,55.00,56.60
35.00,33.00,100.00,67.10
22.00,52.00,78.00,56.00
85.00,23.00,44.00,52.10
91.00,86.00,72.00,80.50
91.00,93.00,83.00,87.40
70.00,30.00,71.00,62.50
95.00,69.00,21.00,52.80
48.00,25.00,22.00,30.40
99.00,93.00,46.00,71.30
54.00,63.00,33.00,45.30
94.00,63.00,88.00,84.80
45.00,95.00,76.00,70.50
90.00,67.00,54.00,67.40
46.00,93.00,97.00,80.90
100.00,26.00,96.00,83.20
95.00,30.00,53.00,61.00
71.00,89.00,54.00,66.10
39.00,64.00,99.00,74.00
91.00,94.00,32.00,62.10
21.00,86.00,67.00,57.00
72.00,72.00,91.00,81.50
71.00,25.00,85.00,68.80
28.00,25.00,93.00,59.90
42.00,37.00,97.00,68.50
63.00,32.00,87.00,68.80
35.00,58.00,90.00,67.10
69.00,25.00,86.00,68.70
91.00,35.00,29.00,48.80
96.00,23.00,54.00,60.40
28.00,81.00,80.00,64.60
96.00,72.00,86.00,86.20
90.00,28.00,50.00,57.60
72.00,69.00,91.00,80.90
38.00,49.00,36.00,39.20
41.00,89.00,52.00,56.10
90.00,36.00,86.00,77.20
35.00,60.00,87.00,66.00
27.00,69.00,54.00,48.90
45.00,23.00,30.00,33.10
90.00,78.00,20.00,52.60
98.00,94.00,39.00,67.70
87.00,94.00,83.00,86.40
79.00,92.00,46.00,65.10
69.00,78.00,65.00,68.80
67.00,75.00,58.00,64.10
57.00,45.00,32.00,42.10
93.00,86.00,56.00,73.10
76.00,44.00,64.00,63.60
31.00,67.00,64.00,54.70
53.00,69.00,34.00,46.70
54.00,53.00,94.00,73.80
79.00,87.00,76.00,79.10
71.00,44.00,60.00,60.10
35.00,99.00,48.00,54.30
30.00,91.00,20.00,37.20
87.00,55.00,48.00,61.10
42.00,62.00,62.00,56.00
39.00,31.00,79.00,57.40
85.00,40.00,63.00,65.00
49.00,59.00,64.00,58.50
83.00,47.00,61.00,64.80
99.00,32.00,28.00,50.10
51.00,84.00,62.00,63.10
88.00,100.00,79.00,85.90
85.00,53.00,98.00,85.10
50.00,33.00,100.00,71.60
26.00,64.00,61.00,51.10
100.00,95.00,42.00,70.00
67.00,52.00,99.00,80.00
37.00,83.00,70.00,62.70
71.00,49.00,63.00,62.60
61.00,65.00,85.00,73.80
20.00,31.00,96.00,60.20
72.00,87.00,89.00,83.50
77.00,94.00,100.00,91.90
21.00,100.00,37.00,44.80
84.00,90.00,73.00,79.70
39.00,58.00,63.00,54.80
37.00,23.00,90.00,60.70
87.00,72.00,41.00,61.00
31.00,59.00,83.00,62.60
60.00,61.00,66.00,63.20
27.00,59.00,66.00,52.90
94.00,50.00,23.00,49.70
73.00,26.00,70.00,62.10
67.00,20.00,82.00,65.10
22.00,55.00,85.00,60.10
36.00,42.00,24.00,31.20
84.00,42.00,57.00,62.10
78.00,69.00,34.00,54.20
73.00,31.00,67.00,61.60
30.00,23.00,41.00,34.10
52.00,87.00,41.00,53.50
100.00,91.00,41.00,68.70
57.00,94.00,39.00,55.40
32.00,79.00,55.00,52.90
94.00,99.00,39.00,67.50
51.00,35.00,66.00,55.30
62.00,66.00,70.00,66.80
41.00,49.00,73.00,58.60
70.00,51.00,93.00,77.70
40.00,27.00,81.00,57.90
60.00,65.00,42.00,52.00
69.00,69.00,55.00,62.00
85.00,98.00,29.00,59.60
61.00,23.00,70.00,57.90
20.00,34.00,66.00,45.80
42.00,76.00,70.00,62.80
22.00,67.00,95.00,67.50
45.00,57.00,52.00,50.90
97.00,35.00,93.00,82.60
56.00,87.00,62.00,65.20
37.00,25.00,32.00,32.10
79.00,29.00,60.00,59.50
96.00,22.00,91.00,78.70
26.00,29.00,95.00,61.10
25.00,80.00,74.00,60.50
79.00,88.00,60.00,71.30
60.00,86.00,73.00,71.70
91.00,22.00,93.00,78.20
95.00,90.00,23.00,58.00
78.00,45.00,85.00,74.90
53.00,87.00,92.00,79.30
72.00,53.00,81.00,72.70
97.00,20.00,38.00,52.10
93.00,77.00,60.00,73.30
48.00,74.00,95.00,76.70
37.00,48.00,98.00,69.70
86.00,47.00,68.00,69.20
40.00,80.00,76.00,66.00
75.00,48.00,42.00,53.10
96.00,80.00,52.00,70.80
40.00,26.00,72.00,53.20
62.00,20.00,40.00,42.60
73.00,72.00,89.00,80.80
66.00,67.00,93.00,79.70
56.00,55.00,62.00,58.80
39.00,82.00,66.00,61.10
23.00,98.00,29.00,41.00
73.00,63.00,60.00,64.50
76.00,39.00,64.00,62.60
76.00,28.00,63.00,59.90
82.00,88.00,76.00,80.20
79.00,28.00,68.00,63.30
81.00,80.00,85.00,82.80
35.00,67.00,62.00,54.90
63.00,97.00,68.00,72.30
39.00,40.00,71.00,55.20
94.00,76.00,95.00,90.90
64.00,58.00,58.00,59.80
42.00,28.00,92.00,64.20
79.00,49.00,72.00,69.50
83.00,83.00,55.00,69.00
73.00,80.00,58.00,66.90
30.00,44.00,91.00,63.30
85.00,45.00,35.00,52.00
72.00,95.00,96.00,88.60
67.00,100.00,64.00,72.10
46.00,76.00,36.00,47.00
36.00,24.00,58.00,44.60
57.00,54.00,50.00,52.90
39.00,79.00,73.00,64.00
49.00,62.00,31.00,42.60
61.00,56.00,40.00,49.50
75.00,93.00,68.00,75.10
65.00,55.00,95.00,78.00
63.00,53.00,88.00,73.50
28.00,24.00,60.00,43.20
27.00,82.00,76.00,62.50
50.00,35.00,48.00,46.00
47.00,60.00,92.00,72.10
62.00,30.00,43.00,46.10
30.00,74.00,100.00,73.80
78.00,42.00,53.00,58.30
76.00,54.00,83.00,75.10
60.00,25.00,40.00,43.00
27.00,93.00,37.00,45.20
24.00,30.00,83.00,54.70
67.00,69.00,69.00,68.40
46.00,84.00,60.00,60.60
60.00,47.00,23.00,38.90
79.00,97.00,99.00,92.60
60.00,27.00,59.00,52.90
88.00,46.00,24.00,47.60
37.00,46.00,83.00,61.80
78.00,51.00,40.00,53.60
33.00,21.00,24.00,26.10
66.00,48.00,57.00,57.90
50.00,74.00,22.00,40.80
54.00,53.00,41.00,47.30
50.00,78.00,76.00,68.60
98.00,21.00,68.00,67.60
99.00,79.00,21.00,56.00
96.00,99.00,66.00,81.60
80.00,31.00,56.00,58.20
44.00,59.00,67.00,58.50
50.00,41.00,33.00,39.70
59.00,77.00,94.00,80.10
87.00,72.00,45.00,63.00
39.00,47.00,37.00,39.60
38.00,31.00,67.00,51.10
52.00,57.00,72.00,63.00
67.00,94.00,70.00,73.90
36.00,21.00,92.00,61.00
89.00,40.00,38.00,53.70
47.00,84.00,47.00,54.40
55.00,72.00,78.00,69.90
86.00,24.00,56.00,58.60
33.00,100.00,26.00,42.90
62.00,89.00,67.00,69.90
89.00,95.00,39.00,65.20
83.00,78.00,48.00,64.50
67.00,56.00,78.00,70.30
41.00,80.00,42.00,49.30
81.00,67.00,53.00,64.20
32.00,91.00,65.00,60.30
59.00,60.00,43.00,51.20
22.00,45.00,83.00,57.10
59.00,93.00,66.00,69.30
40.00,56.00,27.00,36.70
93.00,41.00,38.00,55.10
92.00,32.00,48.00,58.00
87.00,70.00,22.00,51.10
96.00,33.00,34.00,52.40
84.00,71.00,91.00,84.90
75.00,51.00,41.00,53.20
43.00,87.00,50.00,55.30
64.00,34.00,37.00,44.50
38.00,49.00,39.00,40.70
55.00,46.00,76.00,63.70
35.00,64.00,52.00,49.30
44.00,48.00,70.00,57.80
41.00,96.00,70.00,66.50
40.00,49.00,96.00,69.80
78.00,99.00,70.00,78.20
28.00,82.00,83.00,66.30
38.00,81.00,89.00,72.10
61.00,64.00,57.00,59.60
72.00,20.00,85.00,68.10
40.00,87.00,81.00,69.90
96.00,39.00,93.00,83.10
76.00,32.00,48.00,53.20
32.00,30.00,96.00,63.60
74.00,68.00,93.00,82.30
60.00,36.00,88.00,69.20
59.00,66.00,88.00,74.90
64.00,31.00,46.00,48.40
82.00,53.00,76.00,73.20
80.00,61.00,57.00,64.70
100.00,31.00,69.00,70.70
61.00,95.00,81.00,77.80
29.00,88.00,69.00,60.80
33.00,46.00,78.00,58.10
26.00,81.00,84.00,66.00
34.00,27.00,43.00,37.10
74.00,50.00,92.00,78.20
89.00,57.00,56.00,66.10
26.00,83.00,30.00,39.40
59.00,49.00,82.00,68.50
66.00,47.00,56.00,57.20
100.00,41.00,20.00,48.20
68.00,68.00,89.00,78.50
30.00,42.00,97.00,65.90
94.00,29.00,67.00,67.50
33.00,75.00,58.00,53.90
74.00,59.00,36.00,52.00
74.00,29.00,41.00,48.50
73.00,51.00,50.00,57.10
100.00,30.00,69.00,70.50
89.00,66.00,83.00,81.40
99.00,58.00,27.00,54.80
36.00,100.00,83.00,72.30
26.00,29.00,22.00,24.60
93.00,93.00,53.00,73.00
48.00,78.00,59.00,59.50
80.00,65.00,30.00,52.00
32.00,38.00,90.00,62.20
93.00,56.00,82.00,80.10
73.00,42.00,67.00,63.80
78.00,85.00,44.00,62.40
40.00,37.00,74.00,56.40
60.00,94.00,27.00,50.30
57.00,97.00,87.00,80.00
54.00,40.00,29.00,38.70
46.00,54.00,30.00,39.60
67.00,95.00,94.00,86.10
60.00,61.00,23.00,41.70
71.00,70.00,42.00,56.30
89.00,83.00,28.00,57.30
41.00,51.00,71.00,58.00
78.00,51.00,99.00,83.10
31.00,56.00,27.00,34.00
97.00,92.00,44.00,69.50
71.00,97.00,82.00,81.70
74.00,59.00,62.00,65.00
100.00,55.00,39.00,60.50
75.00,46.00,67.00,65.20
92.00,41.00,58.00,64.80
89.00,63.00,55.00,66.80
87.00,99.00,35.00,63.40
91.00,70.00,34.00,58.30
91.00,22.00,65.00,64.20
76.00,60.00,58.00,63.80
32.00,82.00,49.00,50.50
21.00,48.00,26.00,28.90
51.00,65.00,97.00,76.80
59.00,22.00,95.00,69.60
64.00,54.00,72.00,66.00
24.00,77.00,38.00,41.60
94.00,43.00,76.00,74.80
48.00,26.00,25.00,32.10
37.00,92.00,73.00,66.00
99.00,32.00,24.00,48.10
