temperature,rainfall,humidity
31.00,45.00,69.00
72.00,75.00,93.00
63.00,34.00,98.00
44.00,92.00,55.00
28.00,95.00,65.00
48.00,70.00,77.00
52.00,38.00,53.00
39.00,32.00,93.00
94.00,64.00,50.00
86.00,34.00,25.00
68.00,67.00,57.00
74.00,36.00,22.00
44.00,88.00,41.00
45.00,90.00,84.00
91.00,50.00,70.00
90.00,92.00,76.00
50.00,75.00,52.00
71.00,71.00,82.00
95.00,38.00,73.00
86.00,73.00,22.00
98.00,48.00,36.00
97.00,74.00,25.00
29.00,39.00,23.00
41.00,28.00,95.00
25.00,93.00,73.00
45.00,42.00,60.00
76.00,42.00,65.00
53.00,38.00,47.00
58.00,61.00,84.00
33.00,87.00,31.00
78.00,50.00,84.00
84.00,77.00,20.00
90.00,73.00,57.00
54.00,56.00,60.00
46.00,51.00,91.00
51.00,28.00,77.00
80.00,73.00,76.00
82.00,23.00,62.00
27.00,48.00,84.00
68.00,69.00,51.00
60.00,58.00,34.00
50.00,25.00,36.00
78.00,58.00,94.00
79.00,53.00,47.00
55.00,86.00,91.00
86.00,75.00,69.00
27.00,38.00,60.00
39.00,63.00,69.00
65.00,76.00,31.00
20.00,58.00,25.00
66.00,48.00,48.00
60.00,39.00,46.00
69.00,24.00,62.00
58.00,55.00,22.00
45.00,45.00,52.00
49.00,66.00,52.00
81.00,67.00,38.00
40.00,78.00,81.00
61.00,58.00,35.00
44.00,79.00,99.00
62.00,94.00,26.00
55.00,23.00,54.00
40.00,91.00,85.00
84.00,44.00,53.00
45.00,65.00,22.00
52.00,60.00,73.00
57.00,48.00,88.00
84.00,85.00,25.00
75.00,79.00,38.00
98.00,52.00,63.00
28.00,96.00,81.00
86.00,86.00,49.00
33.00,47.00,68.00
28.00,56.00,44.00
88.00,38.00,53.00
34.00,30.00,68.00
85.00,47.00,30.00
93.00,96.00,92.00
43.00,79.00,38.00
74.00,29.00,59.00
90.00,23.00,64.00
50.00,80.00,61.00
37.00,42.00,91.00
99.00,45.00,62.00
91.00,65.00,98.00
83.00,88.00,36.00
100.00,58.00,48.00
71.00,49.00,68.00
23.00,61.00,98.00
48.00,77.00,28.00
39.00,26.00,86.00
21.00,55.00,81.00
53.00,41.00,37.00
71.00,99.00,57.00
33.00,51.00,66.00
43.00,72.00,94.00
24.00,67.00,33.00
55.00,81.00,95.00
42.00,99.00,93.00
95.00,54.00,23.00
58.00,46.00,69.00
46.00,28.00,31.00
51.00,68.00,52.00
38.00,38.00,41.00
85.00,67.00,87.00
47.00,98.00,22.00
86.00,87.00,64.00
51.00,56.00,89.00
48.00,62.00,36.00
95.00,39.00,33.00
73.00,90.00,39.00
28.00,95.00,87.00
33.00,60.00,95.00
54.00,44.00,48.00
95.00,87.00,69.00
69.00,49.00,74.00
54.00,31.00,81.00
76.00,76.00,54.00
63.00,41.00,70.00
47.00,64.00,68.00
59.00,87.00,71.00
25.00,45.00,26.00
29.00,73.00,97.00
55.00,89.00,43.00
100.00,62.00,79.00
29.00,60.00,63.00
29.00,71.00,98.00
54.00,78.00,74.00
57.00,21.00,60.00
71.00,64.00,83.00
41.00,82.00,28.00
68.00,28.00,44.00
55.00,55.00,76.00
66.00,72.00,55.00
91.00,88.00,40.00
82.00,31.00,28.00
57.00,66.00,23.00
40.00,87.00,53.00
81.00,27.00,93.00
28.00,79.00,22.00
32.00,36.00,46.00
55.00,75.00,93.00
73.00,23.00,48.00
97.00,78.00,92.00
48.00,49.00,42.00
21.00,99.00,95.00
73.00,29.00,90.00
57.00,59.00,38.00
36.00,65.00,95.00
32.00,64.00,46.00
95.00,69.00,98.00
82.00,82.00,98.00
55.00,26.00,90.00
57.00,68.00,26.00
44.00,78.00,36.00
46.00,86.00,76.00
92.00,40.00,82.00
23.00,54.00,92.00
40.00,73.00,83.00
81.00,96.00,95.00
42.00,34.00,91.00
80.00,56.00,56.00
97.00,60.00,38.00
21.00,64.00,95.00
77.00,87.00,37.00
63.00,58.00,46.00
40.00,64.00,83.00
80.00,53.00,25.00
43.00,43.00,58.00
96.00,67.00,46.00
73.00,50.00,71.00
88.00,68.00,78.00
41.00,46.00,75.00
55.00,29.00,22.00
92.00,47.00,56.00
61.00,26.00,62.00
60.00,55.00,79.00
64.00,34.00,66.00
59.00,79.00,31.00
82.00,43.00,44.00
99.00,42.00,73.00
46.00,97.00,95.00
71.00,73.00,87.00
89.00,87.00,79.00
58.00,69.00,72.00
35.00,82.00,37.00
71.00,49.00,87.00
26.00,92.00,82.00
93.00,33.00,45.00
77.00,62.00,96.00
52.00,98.00,51.00
61.00,62.00,98.00
80.00,42.00,76.00
24.00,90.00,57.00
73.00,89.00,62.00
68.00,21.00,87.00
62.00,72.00,76.00
52.00,61.00,61.00
80.00,91.00,38.00
96.00,100.00,51.00
83.00,81.00,62.00
73.00,31.00,27.00
74.00,26.00,71.00
44.00,37.00,79.00
25.00,72.00,90.00
20.00,86.00,64.00
58.00,47.00,41.00
58.00,49.00,100.00
24.00,82.00,93.00
81.00,23.00,97.00
49.00,56.00,38.00
89.00,99.00,22.00
34.00,57.00,82.00
28.00,60.00,61.00
92.00,68.00,64.00
60.00,70.00,71.00
80.00,92.00,35.00
72.00,37.00,93.00
38.00,95.00,91.00
41.00,74.00,82.00
30.00,27.00,62.00
65.00,65.00,97.00
57.00,40.00,39.00
95.00,49.00,87.00
36.00,61.00,75.00
62.00,88.00,29.00
73.00,84.00,61.00
83.00,51.00,41.00
87.00,97.00,43.00
50.00,76.00,38.00
49.00,52.00,27.00
56.00,63.00,64.00
38.00,94.00,49.00
60.00,31.00,88.00
92.00,22.00,82.00
40.00,43.00,62.00
30.00,21.00,38.00
56.00,44.00,83.00
76.00,56.00,74.00
63.00,58.00,34.00
37.00,82.00,88.00
77.00,71.00,55.00
99.00,29.00,61.00
89.00,23.00,76.00
29.00,33.00,30.00
83.00,71.00,80.00
20.00,46.00,42.00
54.00,20.00,58.00
69.00,35.00,27.00
40.00,98.00,79.00
50.00,73.00,97.00
76.00,47.00,43.00
23.00,37.00,53.00
24.00,86.00,23.00
28.00,85.00,75.00
79.00,54.00,69.00
43.00,82.00,30.00
22.00,50.00,45.00
63.00,23.00,77.00
64.00,23.00,22.00
63.00,93.00,33.00
85.00,84.00,96.00
29.00,39.00,48.00
68.00,34.00,27.00
44.00,74.00,63.00
72.00,69.00,37.00
24.00,67.00,84.00
93.00,74.00,45.00
33.00,94.00,56.00
29.00,87.00,87.00
76.00,42.00,74.00
42.00,27.00,43.00
50.00,95.00,75.00
49.00,69.00,74.00
99.00,100.00,77.00
72.00,96.00,54.00
35.00,100.00,88.00
73.00,51.00,71.00
71.00,59.00,50.00
56.00,77.00,20.00
61.00,74.00,40.00
76.00,72.00,66.00
64.00,58.00,79.00
28.00,78.00,98.00
87.00,36.00,71.00
81.00,71.00,72.00
48.00,26.00,35.00
76.00,42.00,86.00
57.00,51.00,72.00
53.00,77.00,73.00
38.00,81.00,32.00
70.00,54.00,32.00
56.00,38.00,68.00
39.00,58.00,59.00
64.00,54.00,83.00
45.00,87.00,55.00
21.00,43.00,36.00
53.00,60.00,32.00
74.00,86.00,38.00
90.00,29.00,38.00
100.00,24.00,47.00
40.00,74.00,70.00
41.00,62.00,96.00
80.00,42.00,97.00
49.00,46.00,50.00
92.00,68.00,98.00
29.00,84.00,29.00
24.00,81.00,63.00
87.00,99.00,94.00
72.00,98.00,47.00
52.00,81.00,65.00
89.00,80.00,88.00
36.00,100.00,73.00
47.00,98.00,97.00
79.00,77.00,29.00
27.00,57.00,69.00
64.00,93.00,81.00
86.00,58.00,63.00
37.00,75.00,57.00
85.00,86.00,25.00
62.00,37.00,98.00
87.00,37.00,27.00
23.00,69.00,78.00
96.00,62.00,23.00
27.00,44.00,100.00
33.00,78.00,68.00
81.00,51.00,97.00
92.00,22.00,98.00
54.00,89.00,81.00
34.00,95.00,96.00
28.00,35.00,78.00
23.00,70.00,24.00
77.00,52.00,76.00
42.00,30.00,81.00
37.00,49.00,71.00
80.00,27.00,100.00
50.00,43.00,74.00
96.00,77.00,22.00
80.00,55.00,76.00
37.00,35.00,45.00
46.00,62.00,31.00
74.00,86.00,32.00
88.00,27.00,93.00
42.00,24.00,20.00
90.00,84.00,44.00
51.00,91.00,96.00
35.00,23.00,58.00
75.00,85.00,37.00
31.00,35.00,95.00
96.00,93.00,81.00
71.00,48.00,74.00
61.00,30.00,67.00
52.00,74.00,41.00
55.00,24.00,64.00
54.00,74.00,40.00
95.00,79.00,43.00
75.00,83.00,24.00
75.00,23.00,23.00
88.00,46.00,99.00
75.00,64.00,66.00
96.00,59.00,52.00
93.00,66.00,92.00
81.00,96.00,40.00
100.00,75.00,82.00
25.00,56.00,69.00
33.00,41.00,48.00
42.00,43.00,69.00
34.00,40.00,83.00
89.00,42.00,35.00
44.00,63.00,90.00
21.00,76.00,40.00
96.00,78.00,26.00
68.00,79.00,70.00
90.00,88.00,70.00
85.00,100.00,42.00
23.00,37.00,47.00
99.00,98.00,82.00
49.00,36.00,72.00
62.00,90.00,39.00
52.00,49.00,71.00
54.00,43.00,86.00
98.00,86.00,64.00
52.00,30.00,98.00
61.00,45.00,31.00
84.00,55.00,94.00
60.00,80.00,100.00
93.00,77.00,56.00
49.00,50.00,30.00
96.00,62.00,43.00
60.00,32.00,62.00
29.00,70.00,82.00
64.00,54.00,29.00
64.00,31.00,68.00
87.00,49.00,83.00
85.00,22.00,34.00
20.00,81.00,30.00
86.00,69.00,32.00
85.00,92.00,98.00
40.00,32.00,79.00
99.00,32.00,37.00
24.00,100.00,92.00
33.00,82.00,20.00
64.00,60.00,90.00
81.00,63.00,63.00
71.00,99.00,40.00
80.00,20.00,23.00
74.00,25.00,84.00
82.00,60.00,71.00
42.00,37.00,100.00
84.00,90.00,52.00
74.00,57.00,97.00
74.00,59.00,22.00
55.00,87.00,53.00
32.00,78.00,23.00
83.00,62.00,94.00
95.00,94.00,100.00
23.00,65.00,49.00
50.00,60.00,22.00
55.00,48.00,48.00
45.00,44.00,74.00
35.00,70.00,97.00
53.00,55.00,64.00
43.00,24.00,41.00
88.00,48.00,82.00
98.00,54.00,85.00
27.00,22.00,53.00
38.00,86.00,55.00
81.00,83.00,42.00
80.00,66.00,33.00
96.00,45.00,69.00
68.00,46.00,99.00
28.00,24.00,44.00
99.00,34.00,37.00
84.00,32.00,40.00
76.00,78.00,64.00
37.00,54.00,93.00
89.00,93.00,26.00
49.00,39.00,29.00
98.00,82.00,84.00
91.00,94.00,84.00
49.00,32.00,46.00
30.00,33.00,91.00
46.00,95.00,66.00
75.00,56.00,65.00
90.00,30.00,82.00
81.00,67.00,44.00
40.00,79.00,27.00
29.00,43.00,24.00
71.00,61.00,76.00
87.00,58.00,92.00
33.00,96.00,37.00
88.00,38.00,26.00
64.00,28.00,87.00
30.00,74.00,38.00
83.00,100.00,62.00
95.00,28.00,91.00
77.00,57.00,98.00
58.00,35.00,74.00
44.00,39.00,56.00
79.00,94.00,82.00
59.00,36.00,37.00
72.00,23.00,71.00
29.00,86.00,38.00
24.00,60.00,85.00
41.00,61.00,49.00
69.00,31.00,46.00
60.00,89.00,37.00
23.00,50.00,41.00
21.00,91.00,89.00
41.00,38.00,79.00
48.00,30.00,77.00
49.00,27.00,99.00
25.00,94.00,92.00
98.00,23.00,97.00
76.00,44.00,69.00
28.00,42.00,78.00
90.00,70.00,25.00
78.00,85.00,50.00
80.00,20.00,93.00
20.00,97.00,37.00
40.00,91.00,42.00
50.00,98.00,82.00
100.00,63.00,60.00
29.00,36.00,27.00
89.00,31.00,60.00
20.00,35.00,35.00
53.00,24.00,53.00
42.00,59.00,52.00
49.00,36.00,61.00
78.00,91.00,31.00
98.00,35.00,64.00
85.00,68.00,34.00
72.00,73.00,32.00
80.00,31.00,61.00
71.00,81.00,29.00
46.00,71.00,44.00
77.00,45.00,100.00
57.00,89.00,71.00
37.00,61.00,26.00
36.00,71.00,75.00
34.00,89.00,22.00
99.00,36.00,99.00
21.00,74.00,66.00
56.00,93.00,81.00
88.00,74.00,74.00
48.00,50.00,98.00
75.00,94.00,54.00
96.00,85.00,35.00
33.00,70.00,71.00
99.00,48.00,28.00
99.00,50.00,44.00
24.00,54.00,36.00
58.00,70.00,73.00
67.00,67.00,76.00
53.00,51.00,100.00
25.00,56.00,79.00
20.00,79.00,29.00
33.00,68.00,99.00
95.00,63.00,95.00
26.00,60.00,64.00
66.00,26.00,89.00
66.00,97.00,91.00
37.00,38.00,48.00
60.00,71.00,87.00
64.00,88.00,56.00
59.00,57.00,55.00
35.00,33.00,100.00
22.00,52.00,78.00
85.00,23.00,44.00
91.00,86.00,72.00
91.00,93.00,83.00
70.00,30.00,71.00
95.00,69.00,21.00
48.00,25.00,22.00
99.00,93.00,46.00
54.00,63.00,33.00
94.00,63.00,88.00
45.00,95.00,76.00
90.00,67.00,54.00
46.00,93.00,97.00
100.00,26.00,96.00
95.00,30.00,53.00
71.00,89.00,54.00
39.00,64.00,99.00
91.00,94.00,32.00
21.00,86.00,67.00
72.00,72.00,91.00
71.00,25.00,85.00
28.00,25.00,93.00
42.00,37.00,97.00
63.00,32.00,87.00
35.00,58.00,90.00
69.00,25.00,86.00
91.00,35.00,29.00
96.00,23.00,54.00
28.00,81.00,80.00
96.00,72.00,86.00
90.00,28.00,50.00
72.00,69.00,91.00
38.00,49.00,36.00
41.00,89.00,52.00
90.00,36.00,86.00
35.00,60.00,87.00
27.00,69.00,54.00
45.00,23.00,30.00
90.00,78.00,20.00
98.00,94.00,39.00
87.00,94.00,83.00
79.00,92.00,46.00
69.00,78.00,65.00
67.00,75.00,58.00
57.00,45.00,32.00
93.00,86.00,56.00
76.00,44.00,64.00
31.00,67.00,64.00
53.00,69.00,34.00
54.00,53.00,94.00
79.00,87.00,76.00
71.00,44.00,60.00
35.00,99.00,48.00
30.00,91.00,20.00
87.00,55.00,48.00
42.00,62.00,62.00
39.00,31.00,79.00
85.00,40.00,63.00
49.00,59.00,64.00
83.00,47.00,61.00
99.00,32.00,28.00
51.00,84.00,62.00
88.00,100.00,79.00
85.00,53.00,98.00
50.00,33.00,100.00
26.00,64.00,61.00
100.00,95.00,42.00
67.00,52.00,99.00
37.00,83.00,70.00
71.00,49.00,63.00
61.00,65.00,85.00
20.00,31.00,96.00
72.00,87.00,89.00
77.00,94.00,100.00
21.00,100.00,37.00
84.00,90.00,73.00
39.00,58.00,63.00
37.00,23.00,90.00
87.00,72.00,41.00
31.00,59.00,83.00
60.00,61.00,66.00
27.00,59.00,66.00
94.00,50.00,23.00
73.00,26.00,70.00
67.00,20.00,82.00
22.00,55.00,85.00
36.00,42.00,24.00
84.00,42.00,57.00
78.00,69.00,34.00
73.00,31.00,67.00
30.00,23.00,41.00
52.00,87.00,41.00
100.00,91.00,41.00
57.00,94.00,39.00
32.00,79.00,55.00
94.00,99.00,39.00
51.00,35.00,66.00
62.00,66.00,70.00
41.00,49.00,73.00
70.00,51.00,93.00
40.00,27.00,81.00
60.00,65.00,42.00
69.00,69.00,55.00
85.00,98.00,29.00
61.00,23.00,70.00
20.00,34.00,66.00
42.00,76.00,70.00
22.00,67.00,95.00
45.00,57.00,52.00
97.00,35.00,93.00
56.00,87.00,62.00
37.00,25.00,32.00
79.00,29.00,60.00
96.00,22.00,91.00
26.00,29.00,95.00
25.00,80.00,74.00
79.00,88.00,60.00
60.00,86.00,73.00
91.00,22.00,93.00
95.00,90.00,23.00
78.00,45.00,85.00
53.00,87.00,92.00
72.00,53.00,81.00
97.00,20.00,38.00
93.00,77.00,60.00
48.00,74.00,95.00
37.00,48.00,98.00
86.00,47.00,68.00
40.00,80.00,76.00
75.00,48.00,42.00
96.00,80.00,52.00
40.00,26.00,72.00
62.00,20.00,40.00
73.00,72.00,89.00
66.00,67.00,93.00
56.00,55.00,62.00
39.00,82.00,66.00
23.00,98.00,29.00
73.00,63.00,60.00
76.00,39.00,64.00
76.00,28.00,63.00
82.00,88.00,76.00
79.00,28.00,68.00
81.00,80.00,85.00
35.00,67.00,62.00
63.00,97.00,68.00
39.00,40.00,71.00
94.00,76.00,95.00
64.00,58.00,58.00
42.00,28.00,92.00
79.00,49.00,72.00
83.00,83.00,55.00
73.00,80.00,58.00
30.00,44.00,91.00
85.00,45.00,35.00
72.00,95.00,96.00
67.00,100.00,64.00
46.00,76.00,36.00
36.00,24.00,58.00
57.00,54.00,50.00
39.00,79.00,73.00
49.00,62.00,31.00
61.00,56.00,40.00
75.00,93.00,68.00
65.00,55.00,95.00
63.00,53.00,88.00
28.00,24.00,60.00
27.00,82.00,76.00
50.00,35.00,48.00
47.00,60.00,92.00
62.00,30.00,43.00
30.00,74.00,100.00
78.00,42.00,53.00
76.00,54.00,83.00
60.00,25.00,40.00
27.00,93.00,37.00
24.00,30.00,83.00
67.00,69.00,69.00
46.00,84.00,60.00
60.00,47.00,23.00
79.00,97.00,99.00
60.00,27.00,59.00
88.00,46.00,24.00
37.00,46.00,83.00
78.00,51.00,40.00
33.00,21.00,24.00
66.00,48.00,57.00
50.00,74.00,22.00
54.00,53.00,41.00
50.00,78.00,76.00
98.00,21.00,68.00
99.00,79.00,21.00
96.00,99.00,66.00
80.00,31.00,56.00
44.00,59.00,67.00
50.00,41.00,33.00
59.00,77.00,94.00
87.00,72.00,45.00
39.00,47.00,37.00
38.00,31.00,67.00
52.00,57.00,72.00
67.00,94.00,70.00
36.00,21.00,92.00
89.00,40.00,38.00
47.00,84.00,47.00
55.00,72.00,78.00
86.00,24.00,56.00
33.00,100.00,26.00
62.00,89.00,67.00
89.00,95.00,39.00
83.00,78.00,48.00
67.00,56.00,78.00
41.00,80.00,42.00
81.00,67.00,53.00
32.00,91.00,65.00
59.00,60.00,43.00
22.00,45.00,83.00
59.00,93.00,66.00
40.00,56.00,27.00
93.00,41.00,38.00
92.00,32.00,48.00
87.00,70.00,22.00
96.00,33.00,34.00
84.00,71.00,91.00
75.00,51.00,41.00
43.00,87.00,50.00
64.00,34.00,37.00
38.00,49.00,39.00
55.00,46.00,76.00
35.00,64.00,52.00
44.00,48.00,70.00
41.00,96.00,70.00
40.00,49.00,96.00
78.00,99.00,70.00
28.00,82.00,83.00
38.00,81.00,89.00
61.00,64.00,57.00
72.00,20.00,85.00
40.00,87.00,81.00
96.00,39.00,93.00
76.00,32.00,48.00
32.00,30.00,96.00
74.00,68.00,93.00
60.00,36.00,88.00
59.00,66.00,88.00
64.00,31.00,46.00
82.00,53.00,76.00
80.00,61.00,57.00
100.00,31.00,69.00
61.00,95.00,81.00
29.00,88.00,69.00
33.00,46.00,78.00
26.00,81.00,84.00
34.00,27.00,43.00
74.00,50.00,92.00
89.00,57.00,56.00
26.00,83.00,30.00
59.00,49.00,82.00
66.00,47.00,56.00
100.00,41.00,20.00
68.00,68.00,89.00
30.00,42.00,97.00
94.00,29.00,67.00
33.00,75.00,58.00
74.00,59.00,36.00
74.00,29.00,41.00
73.00,51.00,50.00
100.00,30.00,69.00
89.00,66.00,83.00
99.00,58.00,27.00
36.00,100.00,83.00
26.00,29.00,22.00
93.00,93.00,53.00
48.00,78.00,59.00
80.00,65.00,30.00
32.00,38.00,90.00
93.00,56.00,82.00
73.00,42.00,67.00
78.00,85.00,44.00
40.00,37.00,74.00
60.00,94.00,27.00
57.00,97.00,87.00
54.00,40.00,29.00
46.00,54.00,30.00
67.00,95.00,94.00
60.00,61.00,23.00
71.00,70.00,42.00
89.00,83.00,28.00
41.00,51.00,71.00
78.00,51.00,99.00
31.00,56.00,27.00
97.00,92.00,44.00
71.00,97.00,82.00
74.00,59.00,62.00
100.00,55.00,39.00
75.00,46.00,67.00
92.00,41.00,58.00
89.00,63.00,55.00
87.00,99.00,35.00
91.00,70.00,34.00
91.00,22.00,65.00
76.00,60.00,58.00
32.00,82.00,49.00
21.00,48.00,26.00
51.00,65.00,97.00
59.00,22.00,95.00
64.00,54.00,72.00
24.00,77.00,38.00
94.00,43.00,76.00
48.00,26.00,25.00
37.00,92.00,73.00
99.00,32.00,24.00
47.00,39.00,27.00
47.00,53.00,26.00
73.00,44.00,46.00
32.00,64.00,44.00
98.00,21.00,96.00
83.00,57.00,51.00
46.00,31.00,20.00
41.00,77.00,100.00
75.00,42.00,79.00
69.00,77.00,22.00
68.00,69.00,20.00
87.00,30.00,27.00
70.00,56.00,96.00
52.00,82.00,54.00
23.00,67.00,96.00
38.00,81.00,86.00
86.00,56.00,52.00
95.00,32.00,43.00
20.00,87.00,65.00
47.00,81.00,54.00
44.00,57.00,36.00
91.00,87.00,31.00
34.00,45.00,89.00
83.00,41.00,93.00
65.00,45.00,57.00
23.00,46.00,59.00
57.00,80.00,90.00
85.00,42.00,57.00
45.00,46.00,80.00
23.00,28.00,81.00
77.00,90.00,68.00
23.00,67.00,22.00
20.00,41.00,88.00
67.00,67.00,58.00
81.00,81.00,85.00
65.00,33.00,89.00
59.00,48.00,60.00
92.00,29.00,71.00
33.00,61.00,66.00
95.00,70.00,68.00
20.00,75.00,54.00
99.00,23.00,52.00
56.00,97.00,74.00
48.00,24.00,60.00
82.00,33.00,78.00
70.00,89.00,73.00
68.00,41.00,71.00
40.00,73.00,41.00
43.00,32.00,62.00
52.00,22.00,71.00
57.00,53.00,53.00
42.00,82.00,47.00
60.00,46.00,85.00
74.00,49.00,39.00
81.00,90.00,66.00
90.00,93.00,21.00
65.00,23.00,73.00
99.00,34.00,28.00
35.00,48.00,35.00
29.00,71.00,21.00
84.00,61.00,75.00
89.00,76.00,22.00
28.00,60.00,62.00
78.00,67.00,75.00
37.00,83.00,22.00
85.00,77.00,92.00
89.00,25.00,72.00
91.00,30.00,71.00
26.00,28.00,58.00
89.00,62.00,61.00
98.00,100.00,54.00
34.00,63.00,41.00
37.00,80.00,58.00
32.00,42.00,70.00
62.00,94.00,45.00
45.00,48.00,23.00
49.00,50.00,29.00
70.00,86.00,55.00
46.00,56.00,41.00
61.00,28.00,83.00
78.00,92.00,89.00
45.00,76.00,99.00
32.00,20.00,100.00
65.00,91.00,79.00
77.00,56.00,57.00
63.00,75.00,30.00
59.00,22.00,97.00
24.00,31.00,54.00
92.00,85.00,86.00
74.00,95.00,70.00
72.00,97.00,49.00
21.00,37.00,35.00
96.00,82.00,87.00
66.00,90.00,44.00
66.00,28.00,76.00
91.00,26.00,80.00
77.00,75.00,70.00
35.00,69.00,50.00
77.00,46.00,61.00
44.00,54.00,84.00
50.00,80.00,52.00
62.00,88.00,23.00
86.00,80.00,38.00
32.00,52.00,42.00
56.00,25.00,24.00
27.00,81.00,85.00
25.00,20.00,41.00
58.00,45.00,55.00
72.00,56.00,58.00
72.00,74.00,93.00
86.00,99.00,46.00
48.00,22.00,100.00
87.00,85.00,28.00
37.00,27.00,86.00
75.00,49.00,54.00
23.00,81.00,93.00
28.00,72.00,99.00
53.00,68.00,99.00
35.00,48.00,35.00
28.00,79.00,50.00
52.00,55.00,41.00
66.00,67.00,22.00
72.00,38.00,34.00
26.00,64.00,90.00
41.00,60.00,29.00
76.00,58.00,49.00
89.00,71.00,93.00
59.00,71.00,54.00
22.00,57.00,94.00
99.00,59.00,32.00
73.00,47.00,66.00
51.00,64.00,69.00
71.00,49.00,34.00
31.00,27.00,22.00
20.00,93.00,40.00
55.00,22.00,42.00
87.00,70.00,78.00
35.00,30.00,41.00
53.00,82.00,47.00
83.00,40.00,31.00
60.00,50.00,81.00
74.00,82.00,92.00
62.00,79.00,67.00
76.00,31.00,60.00
80.00,69.00,39.00
29.00,29.00,55.00
32.00,82.00,21.00
22.00,48.00,86.00
82.00,47.00,56.00
83.00,97.00,69.00
98.00,20.00,66.00
66.00,60.00,82.00
33.00,41.00,28.00
68.00,86.00,80.00
64.00,33.00,79.00
24.00,21.00,71.00
83.00,49.00,56.00
23.00,61.00,34.00
76.00,84.00,73.00
75.00,65.00,62.00
50.00,89.00,51.00
50.00,63.00,37.00
47.00,90.00,21.00
27.00,70.00,52.00
63.00,66.00,90.00
35.00,94.00,84.00
62.00,76.00,31.00
35.00,52.00,21.00
35.00,32.00,69.00
69.00,52.00,98.00
20.00,47.00,42.00
73.00,52.00,42.00
23.00,53.00,69.00
71.00,44.00,66.00
75.00,49.00,78.00
78.00,77.00,53.00
89.00,63.00,27.00
78.00,35.00,58.00
49.00,85.00,96.00
93.00,34.00,57.00
93.00,39.00,78.00
93.00,92.00,42.00
96.00,95.00,28.00
31.00,65.00,46.00
76.00,52.00,54.00
38.00,96.00,50.00
39.00,61.00,31.00
27.00,98.00,27.00
85.00,59.00,56.00
50.00,42.00,95.00
26.00,100.00,97.00
50.00,82.00,51.00
32.00,53.00,89.00
93.00,43.00,66.00
95.00,63.00,22.00
29.00,61.00,78.00
91.00,93.00,69.00
21.00,58.00,29.00
40.00,67.00,28.00
61.00,74.00,57.00
31.00,65.00,75.00
62.00,39.00,85.00
61.00,89.00,44.00
38.00,94.00,67.00
54.00,85.00,35.00
99.00,26.00,75.00
88.00,85.00,97.00
21.00,100.00,81.00
84.00,24.00,55.00
54.00,35.00,97.00
75.00,52.00,72.00
93.00,83.00,40.00
87.00,72.00,87.00
42.00,48.00,44.00
42.00,95.00,32.00
50.00,88.00,24.00
46.00,84.00,77.00
20.00,66.00,67.00
55.00,89.00,41.00
87.00,25.00,32.00
43.00,67.00,34.00
66.00,49.00,54.00
94.00,52.00,80.00
77.00,90.00,47.00
68.00,27.00,20.00
64.00,82.00,37.00
83.00,88.00,71.00
86.00,89.00,30.00
82.00,77.00,27.00
92.00,89.00,52.00
64.00,65.00,98.00
73.00,93.00,81.00
32.00,95.00,86.00
56.00,91.00,72.00
97.00,100.00,36.00
54.00,78.00,99.00
52.00,81.00,69.00
27.00,92.00,50.00
22.00,65.00,54.00
35.00,32.00,62.00
40.00,83.00,98.00
57.00,55.00,68.00
50.00,100.00,46.00
84.00,55.00,48.00
91.00,67.00,65.00
50.00,88.00,21.00
94.00,93.00,68.00
82.00,22.00,47.00
92.00,79.00,61.00
81.00,85.00,84.00
88.00,88.00,41.00
44.00,100.00,78.00
96.00,35.00,77.00
75.00,56.00,83.00
91.00,97.00,75.00
77.00,87.00,75.00
75.00,97.00,64.00
31.00,21.00,45.00
51.00,49.00,43.00
69.00,78.00,93.00
40.00,28.00,97.00
66.00,62.00,32.00
36.00,88.00,74.00
22.00,63.00,44.00
32.00,69.00,71.00
48.00,48.00,45.00
68.00,39.00,93.00
95.00,89.00,75.00
28.00,77.00,60.00
85.00,35.00,48.00
47.00,79.00,83.00
30.00,79.00,54.00
93.00,40.00,75.00
93.00,42.00,64.00
98.00,54.00,59.00
50.00,52.00,89.00
64.00,41.00,27.00
88.00,96.00,73.00
51.00,27.00,57.00
52.00,90.00,95.00
32.00,35.00,32.00
43.00,99.00,35.00
31.00,90.00,39.00
71.00,35.00,89.00
50.00,23.00,40.00
54.00,86.00,63.00
99.00,86.00,39.00
59.00,25.00,25.00
70.00,25.00,61.00
100.00,79.00,53.00
87.00,72.00,44.00
41.00,49.00,91.00
58.00,64.00,68.00
81.00,71.00,68.00
32.00,92.00,40.00
60.00,98.00,79.00
64.00,84.00,97.00
96.00,95.00,44.00
27.00,39.00,23.00
59.00,87.00,52.00
85.00,68.00,97.00
78.00,44.00,22.00
25.00,93.00,42.00
30.00,49.00,46.00
26.00,83.00,71.00
67.00,40.00,98.00
39.00,58.00,29.00
44.00,56.00,22.00
53.00,20.00,68.00
25.00,32.00,20.00
23.00,59.00,92.00
40.00,82.00,96.00
54.00,66.00,26.00
81.00,48.00,32.00
32.00,68.00,33.00
65.00,69.00,56.00
85.00,100.00,52.00
70.00,23.00,77.00
59.00,57.00,60.00
70.00,45.00,89.00
92.00,66.00,36.00
99.00,79.00,87.00
80.00,88.00,71.00
60.00,86.00,20.00
95.00,59.00,74.00
87.00,56.00,74.00
